service;name;description;access_level;resource_type_name;resource_type_name_append_wildcard;resource_arn_format
storagegateway;createcachediscsivolume;This operation creates a cached volume on a specified cached gateway. This operation  is supported only for the gateway-cached volume architecture.;Write;volume;True;arn:${Partition}:storagegateway:${Region}:${Account}:gateway/${GatewayId}/volume/${VolumeId}
storagegateway;createcachediscsivolume;This operation creates a cached volume on a specified cached gateway. This operation  is supported only for the gateway-cached volume architecture.;Write;None;False;*
storagegateway;createnfsfileshare;This operation creates a NFS file share on an existing file gateway.;Write;gateway;True;arn:${Partition}:storagegateway:${Region}:${Account}:gateway/${GatewayId}
storagegateway;createnfsfileshare;This operation creates a NFS file share on an existing file gateway.;Write;None;False;*
storagegateway;createsmbfileshare;This operation creates a SMB file share on an existing file gateway.;Write;gateway;True;arn:${Partition}:storagegateway:${Region}:${Account}:gateway/${GatewayId}
storagegateway;createsmbfileshare;This operation creates a SMB file share on an existing file gateway.;Write;None;False;*
storagegateway;createsnapshot;This operation initiates a snapshot of a volume.;Write;volume;True;arn:${Partition}:storagegateway:${Region}:${Account}:gateway/${GatewayId}/volume/${VolumeId}
storagegateway;createsnapshotfromvolumerecoverypoint;This operation initiates a snapshot of a gateway from a volume recovery point.;Write;volume;True;arn:${Partition}:storagegateway:${Region}:${Account}:gateway/${GatewayId}/volume/${VolumeId}
storagegateway;createstorediscsivolume;This operation creates a volume on a specified gateway.;Write;gateway;True;arn:${Partition}:storagegateway:${Region}:${Account}:gateway/${GatewayId}
storagegateway;createstorediscsivolume;This operation creates a volume on a specified gateway.;Write;None;False;*
storagegateway;createtapewithbarcode;Creates a virtual tape by using your own barcode.;Write;gateway;True;arn:${Partition}:storagegateway:${Region}:${Account}:gateway/${GatewayId}
storagegateway;createtapewithbarcode;Creates a virtual tape by using your own barcode.;Write;None;False;*
storagegateway;createtapes;Creates one or more virtual tapes. You write data to the virtual tapes and then archive  the tapes.;Write;gateway;True;arn:${Partition}:storagegateway:${Region}:${Account}:gateway/${GatewayId}
storagegateway;createtapes;Creates one or more virtual tapes. You write data to the virtual tapes and then archive  the tapes.;Write;None;False;*
storagegateway;deletebandwidthratelimit;This operation deletes the bandwidth rate limits of a gateway.;Write;gateway;True;arn:${Partition}:storagegateway:${Region}:${Account}:gateway/${GatewayId}
storagegateway;deletechapcredentials;This operation deletes Challenge-Handshake Authentication Protocol (CHAP) credentials  for a specified iSCSI target and initiator pair.;Permissions management;target;True;arn:${Partition}:storagegateway:${Region}:${Account}:gateway/${GatewayId}/target/${IscsiTarget}
storagegateway;deletefileshare;This operation deletes a file share from a file gateway.;Write;share;True;arn:${Partition}:storagegateway:${Region}:${Account}:share/${ShareId}
storagegateway;deletegateway;This operation deletes a gateway.;Write;gateway;True;arn:${Partition}:storagegateway:${Region}:${Account}:gateway/${GatewayId}
storagegateway;deletesnapshotschedule;This operation deletes a snapshot of a volume.;Write;volume;True;arn:${Partition}:storagegateway:${Region}:${Account}:gateway/${GatewayId}/volume/${VolumeId}
storagegateway;deletetape;Deletes the specified virtual tape.;Write;gateway;True;arn:${Partition}:storagegateway:${Region}:${Account}:gateway/${GatewayId}
storagegateway;deletetape;Deletes the specified virtual tape.;Write;tape;True;arn:${Partition}:storagegateway:${Region}:${Account}:gateway/${TapeBarcode}
storagegateway;deletetapearchive;Deletes the specified virtual tape from the virtual tape shelf (VTS).;Write;None;False;*
storagegateway;deletevolume;This operation deletes the specified gateway volume that you previously created using  the CreateCachediSCSIVolume or CreateStorediSCSIVolume API.;Write;volume;True;arn:${Partition}:storagegateway:${Region}:${Account}:gateway/${GatewayId}/volume/${VolumeId}
storagegateway;describebandwidthratelimit;This operation returns the bandwidth rate limits of a gateway.;Read;gateway;True;arn:${Partition}:storagegateway:${Region}:${Account}:gateway/${GatewayId}
storagegateway;describecache;This operation returns information about the cache of a gateway. This operation is  supported only for the gateway-cached volume architecture.;Read;gateway;True;arn:${Partition}:storagegateway:${Region}:${Account}:gateway/${GatewayId}
storagegateway;describecachediscsivolumes;This operation returns a description of the gateway volumes specified in the request.  This operation is supported only for the gateway-cached volume architecture.;Read;volume;True;arn:${Partition}:storagegateway:${Region}:${Account}:gateway/${GatewayId}/volume/${VolumeId}
storagegateway;describechapcredentials;This operation returns an array of Challenge-Handshake Authentication Protocol (CHAP)  credentials information for a specified iSCSI target, one for each target-initiator  pair.;Read;target;True;arn:${Partition}:storagegateway:${Region}:${Account}:gateway/${GatewayId}/target/${IscsiTarget}
storagegateway;describegatewayinformation;This operation returns metadata about a gateway such as its name, network interfaces,  configured time zone, and the state (whether the gateway is running or not).;Read;gateway;True;arn:${Partition}:storagegateway:${Region}:${Account}:gateway/${GatewayId}
storagegateway;describemaintenancestarttime;This operation returns your gateway's weekly maintenance start time including the  day and time of the week.;Read;gateway;True;arn:${Partition}:storagegateway:${Region}:${Account}:gateway/${GatewayId}
storagegateway;describenfsfileshares;This operation gets a description for one or more file shares from a file gateway.;Read;share;True;arn:${Partition}:storagegateway:${Region}:${Account}:share/${ShareId}
storagegateway;describesmbfileshares;This operation gets a description for one or more file shares from a file gateway.;Read;share;True;arn:${Partition}:storagegateway:${Region}:${Account}:share/${ShareId}
storagegateway;describesmbsettings;This operation gets a description of a Server Message Block (SMB) file share settings  from a file gateway.;Read;gateway;True;arn:${Partition}:storagegateway:${Region}:${Account}:gateway/${GatewayId}
storagegateway;describesnapshotschedule;This operation describes the snapshot schedule for the specified gateway volume.;Read;volume;True;arn:${Partition}:storagegateway:${Region}:${Account}:gateway/${GatewayId}/volume/${VolumeId}
storagegateway;describestorediscsivolumes;This operation returns the description of the gateway volumes specified in the request.;Read;volume;True;arn:${Partition}:storagegateway:${Region}:${Account}:gateway/${GatewayId}/volume/${VolumeId}
storagegateway;describetapearchives;Returns a description of specified virtual tapes in the virtual tape shelf (VTS).;Read;None;False;*
storagegateway;describetaperecoverypoints;Returns a list of virtual tape recovery points that are available for the specified  gateway-VTL.;Read;gateway;True;arn:${Partition}:storagegateway:${Region}:${Account}:gateway/${GatewayId}
storagegateway;describetapes;Returns a description of the specified Amazon Resource Name (ARN) of virtual tapes.;Read;gateway;True;arn:${Partition}:storagegateway:${Region}:${Account}:gateway/${GatewayId}
storagegateway;describeuploadbuffer;This operation returns information about the upload buffer of a gateway.;Read;gateway;True;arn:${Partition}:storagegateway:${Region}:${Account}:gateway/${GatewayId}
storagegateway;describevtldevices;Returns a description of virtual tape library (VTL) devices for the specified gateway.;Read;gateway;True;arn:${Partition}:storagegateway:${Region}:${Account}:gateway/${GatewayId}
storagegateway;describeworkingstorage;This operation returns information about the working storage of a gateway.;Read;gateway;True;arn:${Partition}:storagegateway:${Region}:${Account}:gateway/${GatewayId}
